battle_participant_id,battle_id,trainer_id,team_side,pokemonid,slot_number,is_winner,fainted_flag,venue_type_match_flag,trainer_type_match_flag,venue_resistance_multiplier,base_power,adjusted_power,is_mvp_flag
BP0034752,B009536,T0126,home,6,1,1,1,0,0,1.0,668.37,720.73,0
BP0034753,B009536,T0126,home,748,2,1,1,0,1,1.0,514.34,586.39,0
BP0034754,B009536,T0126,home,382,3,1,0,0,0,1.0,808.2,863.89,1
BP0034755,B009536,T0084,away,259,1,0,1,0,1,1.0,424.8,476.04,0
BP0034756,B009536,T0084,away,389,2,0,0,0,1,1.0,550.44,590.7,0
BP0034757,B009536,T0084,away,103,3,0,1,0,0,1.0,554.4,572.74,0
BP0034758,B009537,T0102,home,260,1,1,0,1,0,1.0,665.9,752.75,1
BP0034759,B009537,T0076,away,141,1,0,1,1,1,1.0,522.05,591.18,0
BP0034760,B009538,T0081,home,739,1,0,1,0,0,2.0,357.32,355.15,0
BP0034761,B009538,T0040,away,760,1,1,0,0,1,2.0,527.2,563.79,1
BP0034762,B009539,T0040,home,288,1,1,0,0,1,1.0,465.2,510.8,0
BP0034763,B009539,T0040,home,85,2,1,0,0,1,1.0,498.5,559.28,1
BP0034764,B009539,T0040,home,404,3,1,0,0,0,1.0,382.45,425.82,0
BP0034765,B009539,T0003,away,217,1,0,1,0,0,1.0,525.25,547.94,0
BP0034766,B009539,T0003,away,739,2,0,1,0,1,1.0,357.32,372.04,0
BP0034767,B009539,T0003,away,521,3,0,0,0,0,1.0,516.36,520.69,0
BP0034768,B009540,T0048,home,127,1,1,0,0,0,1.0,634.25,653.17,1
BP0034769,B009540,T0048,home,375,2,1,0,1,1,0.5,440.0,537.15,0
BP0034770,B009540,T0093,away,423,1,0,0,0,1,0.5,496.69,548.32,0
BP0034771,B009540,T0093,away,87,2,0,1,0,1,1.0,498.25,534.48,0
BP0034772,B009541,T0074,home,283,1,0,1,0,1,2.0,285.4,298.59,0
BP0034773,B009541,T0074,home,166,2,0,1,1,1,2.0,412.85,433.69,0
BP0034774,B009541,T0058,away,123,1,1,0,1,0,2.0,528.9,542.27,1
BP0034775,B009541,T0058,away,709,2,1,1,0,0,2.0,497.87,504.18,0
BP0034776,B009542,T0109,home,588,1,1,0,0,0,1.0,332.95,382.27,1
BP0034777,B009542,T0026,away,238,1,0,0,0,1,1.0,325.1,380.5,0
BP0034778,B009543,T0049,home,774,1,1,0,1,1,0.5,528.4,603.54,1
BP0034779,B009543,T0049,home,426,2,1,0,1,1,1.0,525.0,577.4,0
BP0034780,B009543,T0044,away,579,1,0,0,0,0,1.0,513.35,536.81,0
BP0034781,B009543,T0044,away,394,2,0,1,0,0,1.0,424.48,461.92,0
BP0034782,B009544,T0059,home,660,1,0,1,1,0,1.0,444.94,479.8,0
BP0034783,B009544,T0046,away,470,1,1,0,0,1,0.5,554.95,601.17,1
BP0034784,B009545,T0123,home,670,1,1,1,0,1,0.5,582.14,636.78,1
BP0034785,B009545,T0123,home,528,2,1,0,0,0,2.0,450.94,453.9,0
BP0034786,B009545,T0123,home,303,3,1,0,0,1,0.5,503.15,550.27,0
BP0034787,B009545,T0112,away,267,1,0,0,0,0,1.0,416.3,439.45,0
BP0034788,B009545,T0112,away,699,2,0,1,0,1,1.0,546.63,578.39,0
BP0034789,B009545,T0112,away,689,3,0,1,0,1,1.0,525.91,574.93,0
BP0034790,B009546,T0105,home,228,1,0,1,0,0,1.0,348.95,402.55,0
BP0034791,B009546,T0105,home,367,2,0,1,0,0,1.0,507.56,564.69,0
BP0034792,B009546,T0091,away,724,1,1,0,0,0,1.0,555.86,553.84,1
BP0034793,B009546,T0091,away,26,2,1,0,0,0,1.0,513.05,526.72,0
BP0034794,B009547,T0020,home,288,1,1,0,0,0,1.0,465.2,497.9,0
BP0034795,B009547,T0020,home,687,2,1,0,0,1,1.0,506.82,551.99,1
BP0034796,B009547,T0115,away,400,1,0,1,0,0,0.5,432.27,449.06,0
BP0034797,B009547,T0115,away,558,2,0,0,0,0,1.0,508.55,519.96,0
BP0034798,B009548,T0070,home,770,1,1,1,0,1,0.25,501.95,565.99,1
BP0034799,B009548,T0052,away,29,1,0,1,0,0,0.5,289.03,357.41,0
BP0034800,B009549,T0033,home,356,1,1,0,0,1,1.0,472.1,507.67,0
BP0034801,B009549,T0033,home,411,2,1,0,0,0,0.5,514.16,551.39,1
BP0034802,B009549,T0033,home,539,3,1,0,0,0,2.0,492.7,487.12,0
BP0034803,B009549,T0010,away,406,1,0,1,0,1,0.5,296.1,325.2,0
BP0034804,B009549,T0010,away,49,2,0,1,0,1,0.5,475.25,511.05,0
BP0034805,B009549,T0010,away,33,3,0,1,0,1,0.5,384.46,430.66,0
BP0034806,B009550,T0023,home,82,1,0,1,0,0,0.5,490.25,530.73,0
BP0034807,B009550,T0023,home,514,2,0,1,0,0,1.0,524.86,551.91,0
BP0034808,B009550,T0170,away,699,1,1,0,0,0,1.0,546.63,594.32,1
BP0034809,B009550,T0170,away,205,2,1,0,0,1,0.5,487.75,535.41,0
BP0034810,B009551,T0081,home,405,1,1,0,0,0,1.0,548.95,565.71,0
BP0034811,B009551,T0081,home,448,2,1,0,1,0,2.0,657.94,694.14,1
BP0034812,B009551,T0117,away,567,1,0,0,0,0,1.0,598.4,632.1,0
BP0034813,B009551,T0117,away,26,2,0,1,0,0,1.0,513.05,550.53,0
BP0034814,B009552,T0025,home,611,1,0,1,0,1,1.0,434.2,486.13,0
BP0034815,B009552,T0036,away,275,1,1,0,0,1,0.5,505.1,583.09,1
BP0034816,B009553,T0113,home,296,1,0,1,1,1,1.0,249.9,339.03,0
BP0034817,B009553,T0001,away,373,1,1,0,0,0,0.5,737.25,797.75,1
BP0034818,B009554,T0162,home,468,1,0,1,0,1,0.25,574.2,627.05,0
BP0034819,B009554,T0162,home,169,2,0,0,0,1,0.25,566.05,632.49,0
BP0034820,B009554,T0162,home,270,3,0,1,0,0,1.0,231.3,247.51,0
BP0034821,B009554,T0017,away,603,1,1,0,0,0,1.0,423.35,449.68,0
BP0034822,B009554,T0017,away,635,2,1,0,0,0,2.0,630.86,624.62,1
BP0034823,B009554,T0017,away,625,3,1,0,0,0,4.0,516.65,510.95,0
BP0034824,B009555,T0092,home,304,1,0,0,0,0,4.0,346.7,341.06,0
BP0034825,B009555,T0165,away,315,1,1,0,0,1,0.5,422.3,487.65,1
BP0034826,B009556,T0174,home,658,1,0,1,0,0,0.5,675.23,712.82,0
BP0034827,B009556,T0174,home,476,2,0,1,1,1,1.0,546.3,589.73,0
BP0034828,B009556,T0174,home,86,3,0,1,0,0,0.5,340.75,385.78,0
BP0034829,B009556,T0128,away,683,1,1,0,0,1,2.0,482.9,505.43,0
BP0034830,B009556,T0128,away,671,2,1,0,0,1,2.0,581.56,599.88,1
BP0034831,B009556,T0128,away,700,3,1,0,0,1,2.0,552.25,589.48,0
BP0034832,B009557,T0008,home,528,1,1,0,0,0,1.0,450.94,473.21,0
BP0034833,B009557,T0008,home,368,2,1,0,1,0,0.5,508.36,597.85,1
BP0034834,B009557,T0004,away,509,1,0,1,0,1,1.0,296.82,335.32,0
BP0034835,B009557,T0004,away,524,2,0,1,0,0,2.0,294.8,298.08,0
BP0034836,B009558,T0086,home,768,1,1,0,1,1,0.5,555.55,645.74,1
BP0034837,B009558,T0086,home,226,2,1,0,1,1,0.5,511.05,611.18,0
BP0034838,B009558,T0086,home,771,3,1,1,1,1,0.5,424.65,524.12,0
BP0034839,B009558,T0035,away,681,1,0,1,0,0,1.0,544.7,555.53,0
BP0034840,B009558,T0035,away,178,2,0,1,0,0,1.0,495.75,500.94,0
BP0034841,B009558,T0035,away,701,3,0,1,0,0,1.0,529.17,535.31,0
BP0034842,B009559,T0078,home,62,1,0,1,0,0,2.0,535.25,562.1,0
BP0034843,B009559,T0025,away,465,1,1,0,1,0,0.5,561.05,635.88,1
BP0034844,B009560,T0036,home,267,1,1,0,0,0,4.0,416.3,411.08,0
BP0034845,B009560,T0036,home,275,2,1,1,0,1,1.0,505.1,550.47,1
BP0034846,B009560,T0035,away,527,1,0,1,0,0,2.0,341.44,327.46,0
BP0034847,B009560,T0035,away,681,2,0,1,0,0,0.5,544.7,581.85,0
BP0034848,B009561,T0020,home,288,1,0,1,0,0,1.0,465.2,502.87,0
BP0034849,B009561,T0065,away,466,1,1,1,0,1,1.0,569.24,607.97,1
BP0034850,B009562,T0115,home,332,1,0,1,0,0,2.0,497.3,481.03,0
BP0034851,B009562,T0115,home,558,2,0,1,0,0,1.0,508.55,532.69,0
BP0034852,B009562,T0115,home,443,3,0,1,0,1,1.0,315.79,322.54,0
BP0034853,B009562,T0126,away,748,1,1,1,0,1,1.0,514.34,589.68,0
BP0034854,B009562,T0126,away,730,2,1,0,0,0,1.0,557.08,613.71,1
BP0034855,B009562,T0126,away,167,3,1,0,0,1,2.0,262.4,295.88,0
BP0034856,B009563,T0108,home,690,1,0,1,0,0,1.0,333.9,379.25,0
BP0034857,B009563,T0108,home,477,2,0,1,0,0,1.0,547.4,590.26,0
BP0034858,B009563,T0038,away,476,1,1,1,1,0,0.5,546.3,619.41,1
BP0034859,B009563,T0038,away,545,2,1,0,0,0,2.0,513.89,534.79,0
BP0034860,B009564,T0124,home,124,1,1,1,0,1,2.0,483.6,483.69,0
BP0034861,B009564,T0124,home,225,2,1,0,0,1,2.0,348.7,357.45,0
BP0034862,B009564,T0124,home,461,3,1,0,0,1,2.0,542.35,542.29,1
BP0034863,B009564,T0055,away,233,1,0,0,0,0,1.0,539.6,551.31,0
BP0034864,B009564,T0055,away,623,2,0,1,0,1,1.0,507.97,526.77,0
BP0034865,B009564,T0055,away,300,3,0,1,0,0,1.0,274.35,281.66,0
BP0034866,B009565,T0118,home,783,1,0,0,1,1,1.0,441.05,503.3,0
BP0034867,B009565,T0075,away,760,1,1,1,1,1,2.0,527.2,579.23,1
BP0034868,B009566,T0166,home,347,1,1,0,0,0,1.0,376.35,445.81,0
BP0034869,B009566,T0166,home,384,2,1,0,0,1,0.5,818.45,894.04,1
BP0034870,B009566,T0021,away,89,1,0,0,0,0,1.0,524.65,525.73,0
BP0034871,B009566,T0021,away,27,2,0,0,0,1,1.0,317.8,333.32,0
BP0034872,B009567,T0058,home,452,1,1,0,0,1,1.0,527.6,556.0,0
BP0034873,B009567,T0058,home,359,2,1,0,0,1,1.0,597.05,625.34,1
BP0034874,B009567,T0046,away,586,1,0,1,0,1,0.5,501.9,539.8,0
BP0034875,B009567,T0046,away,346,2,0,1,0,1,1.0,516.29,532.35,0
BP0034876,B009568,T0129,home,425,1,0,1,0,0,1.0,367.9,374.57,0
BP0034877,B009568,T0071,away,233,1,1,0,0,0,1.0,539.6,551.35,1
BP0034878,B009569,T0115,home,691,1,0,1,0,1,1.0,516.44,533.77,0
BP0034879,B009569,T0128,away,700,1,1,1,0,1,1.0,552.25,609.55,1
BP0034880,B009570,T0111,home,326,1,1,0,0,1,1.0,496.3,541.33,1
BP0034881,B009570,T0025,away,53,1,0,1,1,0,1.0,466.3,526.98,0
BP0034882,B009571,T0099,home,539,1,0,1,0,1,0.5,492.7,554.7,0
BP0034883,B009571,T0099,home,578,2,0,1,0,0,2.0,389.85,392.95,0
BP0034884,B009571,T0099,home,236,3,0,1,0,1,0.5,220.5,268.38,0
BP0034885,B009571,T0016,away,655,1,1,0,0,1,1.0,564.35,598.12,1
BP0034886,B009571,T0016,away,219,2,1,0,0,1,0.5,449.8,510.72,0
BP0034887,B009571,T0016,away,745,3,1,1,0,0,1.0,514.04,544.26,0
BP0034888,B009572,T0078,home,772,1,1,0,0,0,1.0,558.18,602.83,1
BP0034889,B009572,T0078,home,114,2,1,1,0,1,1.0,459.2,494.32,0
BP0034890,B009572,T0024,away,555,1,0,1,0,0,1.0,568.3,584.28,0
BP0034891,B009572,T0024,away,731,2,0,1,0,1,1.0,282.05,304.82,0
BP0034892,B009573,T0009,home,255,1,0,1,0,0,1.0,325.75,354.14,0
BP0034893,B009573,T0138,away,432,1,1,0,0,0,1.0,478.75,503.75,1
BP0034894,B009574,T0148,home,584,1,1,0,0,1,2.0,561.58,569.2,0
BP0034895,B009574,T0148,home,763,2,1,0,0,0,1.0,536.74,573.87,1
BP0034896,B009574,T0062,away,246,1,0,1,1,0,0.5,315.04,377.63,0
BP0034897,B009574,T0062,away,229,2,0,0,0,0,2.0,633.25,626.35,0
BP0034898,B009575,T0082,home,755,1,0,1,0,0,4.0,297.75,288.8,0
BP0034899,B009575,T0082,home,113,2,0,1,0,0,1.0,476.55,499.46,0
BP0034900,B009575,T0157,away,257,1,1,0,0,1,1.0,662.8,712.91,1
BP0034901,B009575,T0157,away,100,2,1,0,0,0,1.0,351.15,376.39,0
BP0034902,B009576,T0004,home,757,1,1,1,0,0,1.0,339.32,380.72,0
BP0034903,B009576,T0004,home,534,2,1,1,0,0,0.5,531.6,590.96,1
BP0034904,B009576,T0164,away,276,1,0,1,0,1,1.0,288.1,333.57,0
BP0034905,B009576,T0164,away,581,2,0,0,0,1,1.0,498.62,550.62,0
BP0034906,B009577,T0047,home,528,1,0,1,0,1,1.0,450.94,487.37,0
BP0034907,B009577,T0047,home,17,2,0,1,0,1,1.0,368.22,388.33,0
BP0034908,B009577,T0113,away,107,1,1,1,0,1,1.0,480.52,510.91,1
BP0034909,B009577,T0113,away,237,2,1,1,0,1,1.0,479.0,499.36,0
BP0034910,B009577,T0113,away,314,3,1,0,0,0,1.0,453.54,487.87,0
BP0034911,B009578,T0095,home,770,1,1,0,0,0,0.25,501.95,577.74,0
BP0034912,B009578,T0095,home,94,2,1,0,0,0,1.0,636.95,658.15,1
BP0034913,B009578,T0115,away,783,1,0,1,0,1,0.5,441.05,455.76,0
BP0034914,B009578,T0115,away,558,2,0,1,0,0,1.0,508.55,510.18,0
BP0034915,B009579,T0036,home,267,1,1,0,0,0,0.25,416.3,490.41,1
BP0034916,B009579,T0029,away,198,1,0,1,0,1,0.5,427.82,471.4,0
BP0034917,B009580,T0067,home,451,1,0,0,0,1,0.5,348.3,385.03,0
BP0034918,B009580,T0067,home,591,2,0,1,0,1,0.5,484.1,511.04,0
BP0034919,B009580,T0052,away,571,1,1,0,0,0,2.0,538.2,559.05,1
BP0034920,B009580,T0052,away,17,2,1,1,0,0,1.0,368.22,401.6,0
BP0034921,B009581,T0032,home,317,1,1,0,1,0,0.5,488.59,573.77,1
BP0034922,B009581,T0022,away,634,1,0,1,0,1,1.0,440.86,448.42,0
BP0034923,B009582,T0150,home,569,1,0,1,0,0,1.0,498.7,550.67,0
BP0034924,B009582,T0163,away,169,1,1,0,0,1,1.0,566.05,593.28,1
BP0034925,B009583,T0117,home,12,1,1,0,0,0,1.0,417.6,469.87,0
BP0034926,B009583,T0117,home,18,2,1,0,0,0,1.0,612.47,675.48,1
BP0034927,B009583,T0117,home,237,3,1,0,0,0,1.0,479.0,536.39,0
BP0034928,B009583,T0171,away,184,1,0,1,0,1,1.0,439.8,472.0,0
BP0034929,B009583,T0171,away,122,2,0,1,0,1,2.0,486.8,507.4,0
BP0034930,B009583,T0171,away,749,3,0,1,0,0,1.0,405.4,420.91,0
BP0034931,B009584,T0035,home,527,1,1,0,1,0,1.0,341.44,384.6,1
BP0034932,B009584,T0009,away,255,1,0,1,0,0,1.0,325.75,359.71,0
BP0034933,B009585,T0153,home,310,1,1,1,0,0,0.5,609.5,673.09,1
BP0034934,B009585,T0010,away,33,1,0,0,0,1,1.0,384.46,384.2,0
BP0034935,B009586,T0160,home,681,1,1,0,0,0,0.25,544.7,605.54,1
BP0034936,B009586,T0092,away,560,1,0,1,0,1,1.0,511.16,553.53,0
BP0034937,B009587,T0051,home,103,1,1,0,1,1,0.5,554.4,624.0,1
BP0034938,B009587,T0140,away,519,1,0,1,0,1,0.5,278.56,302.9,0
BP0034939,B009588,T0068,home,586,1,0,1,0,1,2.0,501.9,526.08,0
BP0034940,B009588,T0068,home,676,2,0,1,0,1,1.0,498.89,548.71,0
BP0034941,B009588,T0068,home,18,3,0,1,0,1,0.5,612.47,686.95,0
BP0034942,B009588,T0116,away,38,1,1,1,0,1,0.5,533.21,563.06,0
BP0034943,B009588,T0116,away,244,2,1,0,0,1,0.5,611.2,651.72,1
BP0034944,B009588,T0116,away,34,3,1,0,0,0,0.5,531.26,568.8,0
BP0034945,B009589,T0129,home,624,1,1,1,0,1,1.0,359.75,367.27,0
BP0034946,B009589,T0129,home,579,2,1,0,0,0,1.0,513.35,530.59,0
BP0034947,B009589,T0129,home,545,3,1,0,0,0,1.0,513.89,539.26,1
BP0034948,B009589,T0027,away,323,1,0,1,0,1,4.0,582.75,576.86,0
BP0034949,B009589,T0027,away,667,2,0,1,0,0,2.0,389.48,383.06,0
BP0034950,B009589,T0027,away,769,3,0,1,0,1,2.0,334.15,355.57,0
BP0034951,B009590,T0123,home,173,1,0,1,1,1,1.0,228.65,291.69,0
BP0034952,B009590,T0036,away,35,1,1,0,1,0,1.0,338.75,401.44,1
BP0034953,B009591,T0113,home,314,1,1,0,0,0,2.0,453.54,475.56,1
BP0034954,B009591,T0048,away,574,1,0,0,0,1,1.0,305.3,337.96,0
BP0034955,B009592,T0129,home,624,1,0,1,0,1,0.5,359.75,386.25,0
BP0034956,B009592,T0048,away,375,1,1,0,0,1,0.5,440.0,506.05,1
BP0034957,B009593,T0030,home,229,1,1,0,0,0,2.0,633.25,664.53,1
BP0034958,B009593,T0030,home,310,2,1,0,0,1,1.0,609.5,647.12,0
BP0034959,B009593,T0056,away,105,1,0,1,0,1,0.5,445.3,487.09,0
BP0034960,B009593,T0056,away,526,2,0,0,1,0,1.0,539.55,591.43,0
BP0034961,B009594,T0012,home,571,1,1,0,0,0,1.0,538.2,568.79,0
BP0034962,B009594,T0012,home,472,2,1,0,1,0,0.25,539.0,632.08,1
BP0034963,B009594,T0068,away,676,1,0,1,0,1,1.0,498.89,538.8,0
BP0034964,B009594,T0068,away,39,2,0,1,0,1,1.0,283.0,323.46,0
BP0034965,B009595,T0060,home,51,1,1,0,1,1,1.0,451.45,588.67,1
BP0034966,B009595,T0060,home,431,2,1,0,0,0,1.0,329.15,394.97,0
BP0034967,B009595,T0162,away,414,1,0,1,0,1,0.25,445.44,520.56,0
BP0034968,B009595,T0162,away,270,2,0,0,0,0,0.5,231.3,270.87,0
BP0034969,B009596,T0042,home,511,1,0,1,0,0,1.0,332.82,370.1,0
BP0034970,B009596,T0098,away,198,1,1,0,0,0,0.25,427.82,479.43,1
BP0034971,B009597,T0086,home,771,1,1,0,0,1,1.0,424.65,472.61,1
BP0034972,B009597,T0086,home,688,2,1,0,0,1,0.5,321.61,375.07,0
BP0034973,B009597,T0079,away,667,1,0,1,1,0,1.0,389.48,434.76,0
BP0034974,B009597,T0079,away,11,2,0,1,0,0,1.0,215.85,263.72,0
BP0034975,B009598,T0009,home,177,1,0,1,0,1,1.0,338.25,384.68,0
BP0034976,B009598,T0009,home,178,2,0,0,0,1,1.0,495.75,542.39,0
BP0034977,B009598,T0009,home,593,3,0,1,0,0,0.5,504.25,563.36,0
BP0034978,B009598,T0114,away,356,1,1,1,0,0,0.5,472.1,513.11,0
BP0034979,B009598,T0114,away,435,2,1,0,0,1,1.0,505.02,549.07,1
BP0034980,B009598,T0114,away,20,3,1,0,0,0,1.0,435.67,462.08,0
BP0034981,B009599,T0174,home,316,1,0,1,0,0,2.0,316.39,299.55,0
BP0034982,B009599,T0021,away,532,1,1,0,0,0,1.0,322.1,331.52,1
BP0034983,B009600,T0011,home,137,1,0,1,0,0,1.0,413.6,446.94,0
BP0034984,B009600,T0011,home,53,2,0,1,1,1,1.0,466.3,508.94,0
BP0034985,B009600,T0033,away,411,1,1,1,0,0,1.0,514.16,528.44,1
BP0034986,B009600,T0033,away,356,2,1,0,0,1,2.0,472.1,475.13,0
BP0034987,B009601,T0083,home,413,1,0,1,1,1,2.0,441.59,533.04,0
BP0034988,B009601,T0083,home,328,2,0,1,0,0,1.0,303.7,362.45,0
BP0034989,B009601,T0037,away,224,1,1,0,0,1,1.0,501.3,527.01,1
BP0034990,B009601,T0037,away,54,2,1,0,0,1,1.0,336.8,369.7,0
BP0034991,B009602,T0085,home,63,1,0,1,0,0,1.0,333.2,374.98,0
BP0034992,B009602,T0060,away,720,1,1,1,0,0,0.25,713.7,806.87,1
BP0034993,B009603,T0038,home,181,1,1,0,0,0,1.0,638.6,646.43,0
BP0034994,B009603,T0038,home,475,2,1,1,0,0,1.0,653.55,684.26,1
BP0034995,B009603,T0072,away,252,1,0,0,1,0,0.5,328.35,391.74,0
BP0034996,B009603,T0072,away,560,2,0,1,0,0,1.0,511.16,511.31,0
BP0034997,B009604,T0047,home,792,1,1,0,0,0,1.0,714.8,734.45,1
BP0034998,B009604,T0047,home,17,2,1,1,1,1,1.0,368.22,431.85,0
BP0034999,B009604,T0011,away,56,1,0,1,0,0,2.0,324.05,319.13,0
BP0035000,B009604,T0011,away,53,2,0,1,0,1,1.0,466.3,469.83,0
BP0035001,B009605,T0125,home,713,1,0,1,0,0,1.0,540.67,563.73,0
BP0035002,B009605,T0125,home,597,2,0,1,1,1,0.25,316.95,418.52,0
BP0035003,B009605,T0107,away,139,1,1,0,0,1,4.0,520.55,510.27,0
BP0035004,B009605,T0107,away,65,2,1,1,0,0,1.0,640.0,679.34,1
BP0035005,B009606,T0048,home,375,1,1,1,0,1,1.0,440.0,484.15,0
BP0035006,B009606,T0048,home,127,2,1,0,1,0,1.0,634.25,695.31,1
BP0035007,B009606,T0048,home,723,3,1,0,0,0,1.0,439.89,465.61,0
BP0035008,B009606,T0168,away,177,1,0,1,0,0,1.0,338.25,377.31,0
BP0035009,B009606,T0168,away,748,2,0,1,0,1,0.5,514.34,576.56,0
BP0035010,B009606,T0168,away,69,3,0,0,0,1,1.0,315.05,391.59,0
BP0035011,B009607,T0163,home,237,1,1,0,0,0,1.0,479.0,521.35,1
BP0035012,B009607,T0166,away,441,1,0,1,0,0,1.0,435.33,477.41,0
BP0035013,B009608,T0082,home,359,1,1,0,0,0,0.5,597.05,662.9,0
BP0035014,B009608,T0082,home,65,2,1,0,0,0,2.0,640.0,665.01,1
BP0035015,B009608,T0161,away,647,1,0,1,0,1,1.0,612.33,646.54,0
BP0035016,B009608,T0161,away,193,2,0,1,0,0,1.0,412.9,444.96,0
BP0035017,B009609,T0078,home,772,1,1,0,0,0,1.0,558.18,609.26,1
BP0035018,B009609,T0078,home,62,2,1,0,0,0,2.0,535.25,570.09,0
BP0035019,B009609,T0008,away,629,1,0,1,0,0,0.5,388.85,409.66,0
BP0035020,B009609,T0008,away,528,2,0,1,0,0,0.5,450.94,501.08,0
BP0035021,B009610,T0161,home,560,1,1,0,0,1,0.5,511.16,562.4,1
BP0035022,B009610,T0094,away,353,1,0,1,1,0,2.0,310.35,324.41,0
BP0035023,B009611,T0083,home,413,1,1,1,1,1,2.0,441.59,522.9,1
BP0035024,B009611,T0002,away,597,1,0,1,0,1,1.0,316.95,337.26,0
BP0035025,B009612,T0012,home,100,1,1,0,0,0,1.0,351.15,384.57,0
BP0035026,B009612,T0012,home,142,2,1,0,0,0,2.0,652.55,671.1,1
BP0035027,B009612,T0036,away,35,1,0,0,0,0,1.0,338.75,346.79,0
BP0035028,B009612,T0036,away,755,2,0,1,0,0,2.0,297.75,320.31,0
BP0035029,B009613,T0088,home,229,1,1,0,0,0,0.25,633.25,718.41,1
BP0035030,B009613,T0064,away,782,1,0,1,0,0,1.0,315.3,344.23,0
BP0035031,B009614,T0066,home,356,1,0,1,0,0,1.0,472.1,500.93,0
BP0035032,B009614,T0066,home,550,2,0,1,0,0,1.0,485.87,517.97,0
BP0035033,B009614,T0126,away,70,1,1,1,0,1,1.0,409.55,461.96,0
BP0035034,B009614,T0126,away,382,2,1,0,0,0,1.0,808.2,857.32,1
BP0035035,B009615,T0050,home,724,1,1,0,1,0,2.0,555.86,589.26,1
BP0035036,B009615,T0050,home,778,2,1,0,1,0,2.0,502.72,550.69,0
BP0035037,B009615,T0037,away,319,1,0,1,0,1,0.5,590.8,651.96,0
BP0035038,B009615,T0037,away,54,2,0,1,0,1,1.0,336.8,386.16,0
BP0035039,B009616,T0015,home,133,1,0,1,0,0,1.0,342.0,360.09,0
BP0035040,B009616,T0050,away,581,1,1,0,0,0,2.0,498.62,514.27,1
BP0035041,B009617,T0014,home,502,1,0,0,0,0,0.5,433.59,492.04,0
BP0035042,B009617,T0122,away,182,1,1,0,0,1,2.0,511.95,507.53,1
BP0035043,B009618,T0023,home,514,1,1,1,0,0,2.0,524.86,530.58,0
BP0035044,B009618,T0023,home,652,2,1,1,0,0,0.5,556.74,588.01,1
BP0035045,B009618,T0118,away,633,1,0,0,0,1,1.0,314.86,339.84,0
BP0035046,B009619,T0097,home,214,1,1,0,1,1,0.5,633.55,704.77,1
BP0035047,B009619,T0097,home,326,2,1,1,0,0,2.0,496.3,489.68,0
BP0035048,B009619,T0133,away,154,1,0,0,0,0,2.0,550.24,579.5,0
BP0035049,B009619,T0133,away,78,2,0,1,0,0,0.5,527.85,598.37,0
BP0035050,B009620,T0126,home,372,1,1,0,0,0,1.0,441.85,494.02,0
BP0035051,B009620,T0126,home,6,2,1,0,0,0,0.25,668.37,762.38,1
BP0035052,B009620,T0128,away,764,1,0,1,0,1,1.0,511.61,576.86,0
BP0035053,B009620,T0128,away,700,2,0,1,0,1,1.0,552.25,595.24,0
BP0035054,B009621,T0048,home,581,1,0,1,0,0,1.0,498.62,541.88,0
BP0035055,B009621,T0048,home,574,2,0,0,0,1,1.0,305.3,347.11,0
BP0035056,B009621,T0048,home,395,3,0,0,0,0,0.5,555.33,620.9,0
BP0035057,B009621,T0126,away,70,1,1,1,0,1,1.0,409.55,453.97,0
BP0035058,B009621,T0126,away,372,2,1,0,1,0,2.0,441.85,491.78,0
BP0035059,B009621,T0126,away,748,3,1,0,0,1,1.0,514.34,570.25,1
BP0035060,B009622,T0004,home,509,1,1,0,1,1,0.5,296.82,411.02,0
BP0035061,B009622,T0004,home,534,2,1,0,0,0,0.5,531.6,602.68,1
BP0035062,B009622,T0004,home,513,3,1,0,0,0,1.0,332.82,378.75,0
BP0035063,B009622,T0179,away,370,1,0,1,0,1,1.0,350.24,395.59,0
BP0035064,B009622,T0179,away,184,2,0,1,0,1,0.5,439.8,502.38,0
BP0035065,B009622,T0179,away,535,3,0,1,0,1,1.0,310.18,368.1,0
BP0035066,B009623,T0026,home,238,1,0,1,0,1,1.0,325.1,383.58,0
BP0035067,B009623,T0026,home,541,2,0,1,0,0,0.5,397.33,488.14,0
BP0035068,B009623,T0165,away,407,1,1,0,0,1,0.5,544.05,615.38,1
BP0035069,B009623,T0165,away,164,2,1,1,0,0,2.0,477.08,481.21,0
BP0035070,B009624,T0041,home,289,1,1,1,0,0,1.0,707.3,748.42,1
BP0035071,B009624,T0140,away,17,1,0,0,0,1,1.0,368.22,382.25,0
BP0035072,B009625,T0022,home,94,1,0,1,0,0,0.5,636.95,643.02,0
BP0035073,B009625,T0146,away,798,1,1,1,1,0,0.25,607.06,700.81,1
BP0035074,B009625,T0146,away,59,2,1,0,0,0,0.5,583.7,620.88,0
BP0035075,B009626,T0002,home,660,1,1,0,1,0,1.0,444.94,500.21,0
BP0035076,B009626,T0002,home,242,2,1,0,0,0,1.0,572.1,600.0,1
BP0035077,B009626,T0070,away,57,1,0,0,0,0,1.0,481.55,484.0,0
BP0035078,B009626,T0070,away,770,2,0,1,1,1,1.0,501.95,555.17,0
BP0035079,B009627,T0172,home,278,1,0,1,0,0,2.0,288.1,306.63,0
BP0035080,B009627,T0172,home,139,2,0,1,1,0,1.0,520.55,575.34,0
BP0035081,B009627,T0084,away,246,1,1,1,1,1,0.5,315.04,412.55,0
