battle_id,battle_date,venue_id,battle_format,trainer_home_id,trainer_away_id,home_team_size,away_team_size,trainer_winner_id,trainer_loser_id,winning_side,battle_turns,winning_margin,title_match_flag,weather_condition,attendance
B009090,2024-12-29,V047,doubles,T0072,T0097,2,2,T0097,T0072,away,16,139.53,0,Sandstorm,303
B009091,2025-08-11,V041,doubles,T0145,T0122,2,1,T0145,T0122,home,19,887.4,1,Smog,581
B009092,2024-05-25,V051,doubles,T0002,T0008,2,2,T0008,T0002,away,11,153.14,0,Overcast,369
B009093,2025-04-01,V039,singles,T0020,T0042,1,1,T0020,T0042,home,12,161.14,0,Clear,576
B009094,2025-09-17,V018,doubles,T0165,T0093,2,2,T0165,T0093,home,20,47.66,1,Clear,1521
B009095,2024-03-01,V017,singles,T0113,T0007,1,1,T0113,T0007,home,12,9.46,0,Clear,692
B009096,2025-04-14,V049,doubles,T0157,T0033,2,2,T0157,T0033,home,16,521.04,0,Overcast,675
B009097,2024-04-15,V034,singles,T0050,T0052,1,1,T0052,T0050,away,10,31.0,0,Hail,1624
B009098,2024-11-12,V014,doubles,T0098,T0061,2,2,T0098,T0061,home,11,404.56,0,Glittering,1538
B009099,2025-12-20,V003,singles,T0105,T0166,1,1,T0105,T0166,home,10,78.88,0,Breezy,453
B009100,2024-06-15,V011,singles,T0082,T0017,1,1,T0082,T0017,home,7,101.03,0,Thunderstorm,127
B009101,2024-12-07,V006,singles,T0141,T0106,1,1,T0106,T0141,away,4,120.64,0,Moonless,345
B009102,2024-08-18,V001,singles,T0147,T0143,1,1,T0143,T0147,away,10,358.87,0,Breezy,645
B009103,2025-01-11,V031,doubles,T0114,T0161,2,2,T0161,T0114,away,9,142.01,0,Dusty,393
B009104,2024-06-19,V028,doubles,T0111,T0075,2,2,T0075,T0111,away,18,334.58,0,Sunny,1426
B009105,2026-02-27,V002,singles,T0065,T0116,1,1,T0116,T0065,away,11,205.68,0,Breezy,973
B009106,2024-12-06,V015,singles,T0138,T0043,1,1,T0138,T0043,home,8,13.62,0,Glittering,161
B009107,2025-06-05,V040,doubles,T0105,T0070,2,2,T0105,T0070,home,15,186.38,0,Smog,281
B009108,2025-09-06,V043,singles,T0129,T0030,1,1,T0129,T0030,home,10,280.5,0,Odd Aura,917
B009109,2025-08-16,V017,singles,T0110,T0018,1,1,T0110,T0018,home,6,46.11,0,Clear,583
B009110,2024-07-24,V004,singles,T0144,T0015,1,1,T0015,T0144,away,12,129.11,0,Moonless,601
B009111,2024-07-10,V013,doubles,T0133,T0076,2,2,T0133,T0076,home,24,282.32,1,Glittering,1363
B009112,2024-02-14,V003,doubles,T0063,T0164,2,2,T0063,T0164,home,19,525.67,1,Breezy,445
B009113,2025-09-06,V033,singles,T0149,T0032,1,1,T0149,T0032,home,8,124.03,0,Dusty,1787
B009114,2024-12-16,V035,doubles,T0165,T0159,2,2,T0159,T0165,away,9,214.41,0,Hail,419
B009115,2024-06-06,V024,singles,T0073,T0085,1,1,T0073,T0085,home,9,85.27,0,Windy,847
B009116,2025-10-30,V020,singles,T0177,T0068,1,1,T0068,T0177,away,11,80.9,0,Harsh Sun,1549
B009117,2024-10-14,V025,singles,T0109,T0102,1,1,T0102,T0109,away,10,221.45,0,Fog,1214
B009118,2026-01-24,V001,doubles,T0060,T0075,2,2,T0075,T0060,away,18,221.93,0,Breezy,708
B009119,2025-11-11,V012,singles,T0116,T0083,1,1,T0083,T0116,away,9,258.52,0,Thunderstorm,1055
B009120,2024-12-15,V046,triples,T0111,T0142,3,3,T0142,T0111,away,9,114.22,0,Sandstorm,485
B009121,2024-02-19,V033,triples,T0112,T0057,3,3,T0057,T0112,away,14,69.78,0,Dusty,1748
B009122,2024-01-06,V026,singles,T0168,T0162,1,1,T0162,T0168,away,4,86.87,0,Fog,625
B009123,2025-06-08,V052,singles,T0151,T0071,1,1,T0151,T0071,home,8,16.75,0,Rain,768
B009124,2025-05-20,V034,doubles,T0058,T0046,2,2,T0058,T0046,home,12,64.85,0,Hail,1499
B009125,2025-05-08,V033,singles,T0153,T0053,1,1,T0153,T0053,home,5,276.99,0,Dusty,1609
B009126,2024-06-09,V039,doubles,T0152,T0138,2,2,T0152,T0138,home,17,145.8,0,Clear,771
B009127,2025-02-11,V044,singles,T0048,T0025,1,1,T0048,T0025,home,14,232.44,0,Odd Aura,1302
B009128,2024-03-16,V024,singles,T0136,T0040,1,1,T0040,T0136,away,14,72.65,0,Windy,988
B009129,2026-01-11,V014,doubles,T0052,T0050,2,2,T0050,T0052,away,14,242.42,0,Glittering,1484
B009130,2024-02-09,V004,doubles,T0082,T0156,2,2,T0082,T0156,home,10,374.62,0,Moonless,788
B009131,2024-03-19,V003,triples,T0154,T0128,3,3,T0154,T0128,home,14,56.54,0,Breezy,580
B009132,2025-09-04,V050,triples,T0173,T0065,3,3,T0065,T0173,away,14,244.92,0,Overcast,215
B009133,2024-12-01,V003,doubles,T0156,T0105,2,2,T0105,T0156,away,16,61.5,0,Breezy,388
B009134,2024-09-17,V012,triples,T0078,T0174,3,3,T0078,T0174,home,19,22.45,1,Thunderstorm,1036
B009135,2026-02-13,V009,singles,T0163,T0068,1,1,T0068,T0163,away,8,58.23,0,High Winds,1815
B009136,2025-11-21,V015,doubles,T0056,T0112,2,2,T0112,T0056,away,17,410.57,0,Glittering,215
B009137,2024-07-25,V031,doubles,T0154,T0035,2,3,T0035,T0154,away,13,627.2,0,Dusty,414
B009138,2026-02-12,V053,singles,T0104,T0105,1,1,T0105,T0104,away,10,88.55,0,Rain,481
B009139,2025-03-24,V028,doubles,T0131,T0065,2,2,T0131,T0065,home,21,285.6,1,Sunny,1015
B009140,2026-03-30,V019,singles,T0146,T0082,1,1,T0146,T0082,home,10,131.44,0,Harsh Sun,740
B009141,2025-01-21,V049,singles,T0142,T0152,1,1,T0152,T0142,away,4,195.89,0,Overcast,812
B009142,2025-10-16,V005,singles,T0013,T0063,1,1,T0063,T0013,away,10,25.85,0,Moonless,1136
B009143,2026-01-03,V011,doubles,T0095,T0105,2,2,T0095,T0105,home,11,72.05,0,Thunderstorm,170
B009144,2025-11-28,V020,doubles,T0033,T0052,2,2,T0052,T0033,away,24,391.84,1,Harsh Sun,1962
B009145,2024-07-23,V005,doubles,T0004,T0026,2,2,T0004,T0026,home,13,44.91,0,Moonless,964
B009146,2024-08-21,V019,singles,T0116,T0026,1,1,T0116,T0026,home,7,337.26,0,Harsh Sun,1077
B009147,2026-01-13,V032,singles,T0016,T0069,1,1,T0069,T0016,away,12,72.46,0,Dusty,1413
B009148,2026-01-19,V012,triples,T0001,T0092,3,3,T0001,T0092,home,13,243.51,0,Thunderstorm,1046
B009149,2024-08-22,V043,singles,T0032,T0100,1,1,T0032,T0100,home,11,272.13,0,Odd Aura,1157
B009150,2025-07-18,V009,doubles,T0006,T0175,2,2,T0006,T0175,home,12,245.22,0,High Winds,1929
B009151,2025-04-24,V015,doubles,T0053,T0119,2,2,T0053,T0119,home,24,78.92,1,Glittering,144
B009152,2026-01-15,V051,triples,T0114,T0050,3,3,T0114,T0050,home,12,75.69,0,Overcast,367
B009153,2025-04-10,V017,doubles,T0070,T0146,2,2,T0146,T0070,away,11,26.32,0,Clear,587
B009154,2025-04-28,V041,doubles,T0137,T0153,2,2,T0153,T0137,away,15,48.04,0,Smog,563
B009155,2024-04-16,V024,doubles,T0068,T0058,2,2,T0058,T0068,away,19,78.56,1,Windy,764
B009156,2024-04-01,V040,singles,T0079,T0001,1,1,T0001,T0079,away,11,251.56,0,Smog,272
B009157,2025-06-19,V016,singles,T0099,T0050,1,1,T0099,T0050,home,6,61.58,0,Clear,213
B009158,2024-04-05,V007,triples,T0128,T0039,3,3,T0128,T0039,home,9,616.59,0,High Winds,1382
B009159,2025-11-20,V036,doubles,T0149,T0163,2,2,T0149,T0163,home,10,153.85,0,Hail,741
B009160,2025-05-26,V027,doubles,T0011,T0057,2,2,T0057,T0011,away,12,331.85,0,Fog,664
B009161,2024-11-07,V008,doubles,T0125,T0123,2,2,T0125,T0123,home,10,223.43,0,High Winds,297
B009162,2025-03-13,V052,singles,T0001,T0110,1,1,T0001,T0110,home,13,510.95,0,Rain,679
B009163,2025-09-10,V041,triples,T0003,T0178,3,3,T0178,T0003,away,22,317.14,1,Smog,489
B009164,2026-01-28,V050,doubles,T0130,T0135,2,2,T0130,T0135,home,8,284.46,0,Overcast,180
B009165,2024-08-27,V031,singles,T0060,T0012,1,1,T0012,T0060,away,4,206.77,0,Dusty,435
B009166,2025-12-30,V021,singles,T0175,T0157,1,1,T0175,T0157,home,10,71.89,0,Harsh Sun,213
B009167,2024-09-19,V030,singles,T0078,T0139,1,1,T0139,T0078,away,13,25.57,0,Sunny,880
B009168,2025-01-27,V047,singles,T0048,T0092,1,1,T0048,T0092,home,16,95.1,0,Sandstorm,344
B009169,2024-09-11,V010,triples,T0176,T0008,3,3,T0176,T0008,home,12,171.36,0,Thunderstorm,722
B009170,2024-10-27,V031,triples,T0060,T0105,3,3,T0060,T0105,home,4,558.88,0,Dusty,360
B009171,2024-09-23,V049,singles,T0008,T0052,1,1,T0008,T0052,home,6,137.27,0,Overcast,911
B009172,2026-03-02,V041,singles,T0063,T0071,1,2,T0071,T0063,away,5,414.08,0,Smog,605
B009173,2025-09-12,V017,singles,T0064,T0168,1,1,T0168,T0064,away,11,205.32,0,Clear,506
B009174,2024-07-17,V021,triples,T0053,T0179,3,3,T0053,T0179,home,7,246.64,0,Harsh Sun,238
B009175,2025-12-26,V040,triples,T0130,T0005,3,3,T0130,T0005,home,11,469.52,0,Smog,259
B009176,2025-02-24,V013,doubles,T0171,T0029,2,2,T0171,T0029,home,17,384.97,0,Glittering,1659
B009177,2024-10-01,V002,singles,T0179,T0154,1,2,T0154,T0179,away,8,386.79,0,Breezy,1333
B009178,2024-02-28,V053,doubles,T0155,T0039,2,2,T0039,T0155,away,9,35.37,0,Rain,473
B009179,2025-02-20,V027,doubles,T0008,T0157,2,2,T0157,T0008,away,14,241.89,0,Fog,774
B009180,2024-10-29,V003,triples,T0051,T0162,3,3,T0051,T0162,home,11,65.3,0,Breezy,467
B009181,2026-01-18,V010,doubles,T0166,T0055,2,1,T0166,T0055,home,14,345.7,0,Thunderstorm,522
B009182,2025-05-02,V007,singles,T0028,T0031,1,1,T0028,T0031,home,12,284.66,0,High Winds,1513
B009183,2026-03-02,V041,triples,T0099,T0093,3,3,T0093,T0099,away,16,609.6,0,Smog,570
B009184,2024-01-14,V003,singles,T0080,T0093,1,1,T0080,T0093,home,9,5.69,0,Breezy,619
B009185,2025-08-21,V005,singles,T0125,T0121,1,1,T0121,T0125,away,8,84.98,0,Moonless,1131
B009186,2025-05-23,V011,singles,T0095,T0174,1,1,T0174,T0095,away,10,22.92,0,Thunderstorm,177
B009187,2024-11-12,V023,singles,T0139,T0071,1,1,T0139,T0071,home,13,397.74,0,Windy,1318
B009188,2024-02-15,V042,singles,T0084,T0065,1,1,T0065,T0084,away,13,16.94,0,Smog,642
B009189,2025-02-23,V049,singles,T0114,T0132,1,1,T0132,T0114,away,9,380.48,0,Overcast,630
B009190,2026-01-02,V027,triples,T0145,T0004,3,3,T0145,T0004,home,14,612.09,0,Fog,677
B009191,2025-04-10,V053,singles,T0117,T0134,1,1,T0117,T0134,home,12,59.25,0,Rain,530
B009192,2024-05-15,V051,singles,T0071,T0157,1,1,T0071,T0157,home,7,122.27,0,Overcast,263
B009193,2025-04-01,V028,doubles,T0126,T0154,2,2,T0126,T0154,home,14,251.93,0,Sunny,915
B009194,2024-04-17,V035,singles,T0082,T0095,1,1,T0095,T0082,away,13,199.63,0,Hail,408
B009195,2024-08-06,V017,doubles,T0066,T0075,2,2,T0066,T0075,home,10,334.13,0,Clear,684
B009196,2025-03-10,V027,doubles,T0070,T0064,2,2,T0064,T0070,away,16,498.94,0,Fog,684
B009197,2024-09-01,V052,singles,T0179,T0156,1,1,T0179,T0156,home,12,32.38,0,Rain,768
B009198,2024-06-09,V023,doubles,T0077,T0014,2,2,T0077,T0014,home,14,191.04,0,Windy,1470
B009199,2025-08-04,V038,singles,T0117,T0005,1,1,T0117,T0005,home,10,214.34,0,Clear,953
B009200,2024-03-31,V029,doubles,T0005,T0143,2,2,T0005,T0143,home,11,113.28,0,Sunny,376
B009201,2024-07-25,V022,doubles,T0078,T0154,2,2,T0078,T0154,home,11,227.89,0,Windy,836
B009202,2026-01-08,V047,singles,T0069,T0027,1,1,T0069,T0027,home,8,204.89,0,Sandstorm,353
B009203,2025-07-24,V041,doubles,T0019,T0056,2,2,T0019,T0056,home,17,115.98,0,Smog,685
B009204,2024-07-27,V011,doubles,T0095,T0031,2,2,T0095,T0031,home,10,460.53,0,Thunderstorm,146
B009205,2024-10-17,V014,singles,T0133,T0118,1,1,T0133,T0118,home,10,323.0,0,Glittering,1615
B009206,2024-03-03,V044,triples,T0048,T0121,3,3,T0121,T0048,away,21,239.36,1,Odd Aura,1508
B009207,2025-03-01,V048,singles,T0143,T0108,1,1,T0143,T0108,home,9,8.28,0,Sandstorm,2335
B009208,2025-01-31,V043,singles,T0110,T0126,1,1,T0126,T0110,away,7,209.9,0,Odd Aura,991
B009209,2025-07-14,V039,doubles,T0068,T0077,2,3,T0077,T0068,away,20,409.17,1,Clear,715
B009210,2024-04-06,V009,singles,T0019,T0015,1,1,T0019,T0015,home,9,287.35,0,High Winds,1921
B009211,2025-02-09,V022,doubles,T0149,T0059,2,2,T0149,T0059,home,8,9.23,0,Windy,1007
B009212,2024-11-09,V052,singles,T0086,T0127,1,1,T0086,T0127,home,8,352.49,0,Rain,504
B009213,2024-11-19,V002,singles,T0041,T0042,1,1,T0041,T0042,home,10,6.21,0,Breezy,958
B009214,2024-05-24,V054,doubles,T0029,T0131,2,2,T0029,T0131,home,14,149.29,0,Rain,642
B009215,2025-11-30,V024,singles,T0004,T0116,1,1,T0116,T0004,away,14,86.13,0,Windy,996
B009216,2025-08-15,V045,doubles,T0094,T0089,2,2,T0089,T0094,away,9,42.26,0,Odd Aura,521
B009217,2025-09-14,V003,doubles,T0132,T0084,2,2,T0084,T0132,away,10,65.53,0,Breezy,473
B009218,2024-12-09,V040,singles,T0064,T0158,1,1,T0158,T0064,away,10,63.38,0,Smog,236
B009219,2025-11-20,V050,singles,T0104,T0117,1,1,T0117,T0104,away,9,157.72,0,Overcast,209
B009220,2025-11-09,V036,doubles,T0137,T0145,2,2,T0145,T0137,away,14,48.04,0,Hail,800
B009221,2026-01-11,V001,doubles,T0138,T0032,2,2,T0032,T0138,away,11,156.88,0,Breezy,602
B009222,2025-05-23,V027,doubles,T0155,T0178,2,2,T0178,T0155,away,14,228.82,0,Fog,736
B009223,2024-12-09,V023,doubles,T0173,T0019,2,2,T0019,T0173,away,16,134.81,0,Windy,1404
B009224,2024-01-31,V032,triples,T0043,T0166,3,3,T0043,T0166,home,14,266.32,0,Dusty,1358
B009225,2024-06-10,V006,singles,T0067,T0075,1,1,T0075,T0067,away,9,35.39,0,Moonless,464
B009226,2024-02-12,V029,triples,T0165,T0070,3,3,T0165,T0070,home,11,580.15,0,Sunny,470
B009227,2025-02-13,V048,doubles,T0119,T0140,2,2,T0119,T0140,home,7,307.96,0,Sandstorm,2361
B009228,2025-06-21,V037,singles,T0145,T0057,1,1,T0057,T0145,away,9,230.84,0,Clear,1025
B009229,2024-01-30,V021,singles,T0032,T0096,1,1,T0096,T0032,away,10,54.74,0,Harsh Sun,249
B009230,2025-02-02,V021,triples,T0150,T0127,3,3,T0150,T0127,home,12,471.67,0,Harsh Sun,221
B009231,2026-02-13,V010,doubles,T0026,T0022,2,2,T0026,T0022,home,17,107.19,0,Thunderstorm,585
B009232,2025-09-09,V013,triples,T0133,T0171,3,3,T0133,T0171,home,14,93.8,0,Glittering,1479
B009233,2025-08-03,V016,doubles,T0056,T0094,2,2,T0094,T0056,away,9,211.23,0,Clear,168
B009234,2024-11-09,V012,doubles,T0054,T0147,2,2,T0054,T0147,home,8,588.25,0,Thunderstorm,1044
B009235,2024-04-16,V017,doubles,T0152,T0123,2,2,T0123,T0152,away,15,162.57,0,Clear,715
B009236,2025-12-15,V002,singles,T0124,T0033,1,1,T0124,T0033,home,11,113.41,0,Breezy,854
B009237,2025-04-08,V006,doubles,T0106,T0158,2,2,T0158,T0106,away,12,16.69,0,Moonless,359
B009238,2025-02-07,V036,doubles,T0007,T0126,2,2,T0126,T0007,away,10,64.41,0,Hail,762
B009239,2024-06-13,V045,singles,T0173,T0136,1,1,T0136,T0173,away,14,224.73,0,Odd Aura,494
B009240,2025-09-26,V001,singles,T0147,T0042,1,1,T0147,T0042,home,9,17.46,0,Breezy,685
B009241,2025-11-22,V035,doubles,T0096,T0129,2,2,T0129,T0096,away,13,105.36,0,Hail,251
B009242,2025-04-18,V002,triples,T0120,T0010,3,3,T0010,T0120,away,24,267.76,1,Breezy,1164
B009243,2026-02-17,V032,singles,T0093,T0005,1,1,T0005,T0093,away,11,82.41,0,Dusty,1129
B009244,2024-01-23,V044,singles,T0138,T0112,1,1,T0112,T0138,away,8,201.1,0,Odd Aura,1725
B009245,2025-06-25,V032,singles,T0104,T0105,1,1,T0104,T0105,home,11,83.74,0,Dusty,1155
B009246,2024-05-02,V050,triples,T0013,T0114,3,3,T0013,T0114,home,22,248.75,1,Overcast,225
B009247,2024-06-29,V051,doubles,T0062,T0086,2,2,T0062,T0086,home,14,347.62,0,Overcast,400
B009248,2024-07-02,V007,doubles,T0015,T0111,2,2,T0111,T0015,away,10,205.2,0,High Winds,1150
B009249,2025-01-17,V045,triples,T0012,T0083,3,3,T0083,T0012,away,12,38.85,0,Odd Aura,423
B009250,2024-10-28,V001,singles,T0014,T0090,1,1,T0090,T0014,away,11,158.89,0,Breezy,719
B009251,2024-12-26,V044,singles,T0096,T0087,1,1,T0096,T0087,home,4,212.66,0,Odd Aura,1557
B009252,2024-05-09,V022,singles,T0024,T0056,1,1,T0056,T0024,away,10,21.71,0,Windy,873
B009253,2024-12-08,V047,singles,T0006,T0071,1,1,T0006,T0071,home,11,263.53,0,Sandstorm,340
B009254,2024-03-22,V008,doubles,T0089,T0041,2,2,T0041,T0089,away,12,58.14,0,High Winds,351
B009255,2025-02-19,V024,triples,T0098,T0031,3,3,T0098,T0031,home,9,518.9,0,Windy,1073
B009256,2024-04-03,V019,doubles,T0020,T0005,2,2,T0005,T0020,away,11,41.26,0,Harsh Sun,830
B009257,2025-10-26,V024,doubles,T0162,T0020,2,2,T0020,T0162,away,11,35.51,0,Windy,870
B009258,2024-01-30,V016,doubles,T0062,T0119,2,2,T0119,T0062,away,13,241.1,0,Clear,172
B009259,2024-07-21,V018,doubles,T0072,T0132,2,2,T0132,T0072,away,12,1.21,0,Clear,1598
B009260,2025-12-17,V022,singles,T0113,T0008,1,2,T0008,T0113,away,10,387.2,0,Windy,1257
B009261,2025-03-29,V026,triples,T0132,T0020,3,3,T0132,T0020,home,17,201.47,0,Fog,768
B009262,2024-12-24,V009,singles,T0070,T0109,1,2,T0109,T0070,away,6,405.28,0,High Winds,1773
B009263,2024-12-04,V019,doubles,T0005,T0070,2,2,T0070,T0005,away,11,178.21,0,Harsh Sun,1048
B009264,2026-03-23,V006,doubles,T0041,T0092,2,2,T0041,T0092,home,13,303.14,0,Moonless,388
B009265,2024-06-17,V021,doubles,T0178,T0019,2,2,T0178,T0019,home,15,597.86,0,Harsh Sun,248
B009266,2025-09-24,V002,doubles,T0016,T0091,2,2,T0091,T0016,away,6,143.72,0,Breezy,1045
B009267,2024-05-20,V048,triples,T0112,T0013,3,3,T0013,T0112,away,9,137.06,0,Sandstorm,2015
B009268,2025-02-17,V026,singles,T0014,T0116,1,1,T0116,T0014,away,7,158.5,0,Fog,604
B009269,2024-05-22,V021,doubles,T0119,T0107,2,2,T0119,T0107,home,11,267.92,0,Harsh Sun,222
B009270,2024-04-23,V023,triples,T0012,T0085,3,3,T0012,T0085,home,9,379.95,0,Windy,1554
B009271,2025-01-05,V035,singles,T0005,T0033,1,1,T0005,T0033,home,7,236.06,0,Hail,361
B009272,2024-12-01,V007,doubles,T0109,T0111,2,2,T0111,T0109,away,14,170.54,0,High Winds,1316
B009273,2025-06-11,V040,singles,T0125,T0128,1,1,T0128,T0125,away,13,159.08,0,Smog,223
B009274,2024-01-02,V039,doubles,T0083,T0142,2,2,T0083,T0142,home,15,131.23,0,Clear,624
B009275,2025-05-21,V012,doubles,T0003,T0065,2,2,T0065,T0003,away,24,323.41,1,Thunderstorm,888
B009276,2024-10-07,V051,triples,T0094,T0142,3,3,T0142,T0094,away,15,158.8,0,Overcast,547
B009277,2024-06-15,V032,doubles,T0165,T0127,2,2,T0165,T0127,home,11,97.98,0,Dusty,940
B009278,2025-10-30,V048,triples,T0097,T0079,3,3,T0097,T0079,home,13,139.96,0,Sandstorm,1787
B009279,2024-04-29,V022,singles,T0007,T0035,1,1,T0007,T0035,home,12,150.86,0,Windy,957
B009280,2025-08-08,V022,triples,T0089,T0178,3,3,T0089,T0178,home,18,70.82,0,Windy,1137
B009281,2024-12-03,V022,singles,T0144,T0054,1,1,T0054,T0144,away,19,229.8,0,Windy,1100
B009282,2026-02-12,V012,doubles,T0030,T0103,2,2,T0030,T0103,home,18,42.74,1,Thunderstorm,979
B009283,2025-10-16,V022,singles,T0092,T0145,1,1,T0145,T0092,away,11,56.36,0,Windy,959
B009284,2025-03-17,V022,singles,T0157,T0162,1,1,T0162,T0157,away,15,39.25,0,Windy,742
B009285,2025-07-12,V015,doubles,T0014,T0024,2,2,T0024,T0014,away,12,229.34,0,Glittering,130
B009286,2025-03-09,V012,singles,T0057,T0168,1,1,T0168,T0057,away,4,72.18,0,Thunderstorm,888
B009287,2025-05-10,V008,singles,T0142,T0024,1,1,T0142,T0024,home,13,143.17,0,High Winds,426
B009288,2025-11-07,V017,singles,T0171,T0108,1,1,T0108,T0171,away,10,128.09,0,Clear,410
B009289,2025-03-16,V018,doubles,T0167,T0178,2,2,T0167,T0178,home,9,45.15,0,Clear,1433
B009290,2025-02-07,V018,singles,T0025,T0069,1,1,T0025,T0069,home,5,25.89,0,Clear,1180
B009291,2025-08-30,V044,singles,T0152,T0054,1,1,T0054,T0152,away,5,32.34,0,Odd Aura,1414
B009292,2024-05-31,V032,singles,T0018,T0139,1,1,T0018,T0139,home,4,183.01,0,Dusty,1249
B009293,2025-07-22,V053,doubles,T0097,T0017,2,2,T0097,T0017,home,14,35.74,0,Rain,449
B009294,2024-01-05,V004,doubles,T0036,T0177,2,3,T0036,T0177,home,13,9.75,0,Moonless,748
B009295,2024-04-10,V022,doubles,T0164,T0142,2,2,T0142,T0164,away,16,549.65,0,Windy,927
B009296,2025-07-12,V004,doubles,T0149,T0059,2,2,T0149,T0059,home,10,108.05,0,Moonless,898
B009297,2025-06-23,V043,doubles,T0041,T0154,2,2,T0041,T0154,home,11,336.76,0,Odd Aura,936
B009298,2024-01-24,V020,triples,T0171,T0133,3,3,T0171,T0133,home,12,282.22,0,Harsh Sun,1593
B009299,2026-03-29,V004,singles,T0014,T0125,1,1,T0014,T0125,home,7,295.15,0,Moonless,599
B009300,2024-01-12,V051,triples,T0057,T0140,3,3,T0057,T0140,home,15,436.48,0,Overcast,626
B009301,2024-01-19,V009,doubles,T0143,T0018,2,2,T0143,T0018,home,9,182.5,0,High Winds,1964
B009302,2025-08-21,V009,singles,T0121,T0010,1,1,T0121,T0010,home,7,16.76,0,High Winds,1788
B009303,2025-11-07,V027,doubles,T0107,T0140,2,2,T0107,T0140,home,15,33.55,0,Fog,764
B009304,2025-01-30,V046,doubles,T0034,T0084,2,2,T0034,T0084,home,21,205.1,1,Sandstorm,493
B009305,2024-08-17,V047,doubles,T0047,T0090,2,2,T0090,T0047,away,24,51.12,1,Sandstorm,328
B009306,2025-07-28,V040,doubles,T0131,T0108,2,2,T0108,T0131,away,13,118.96,0,Smog,259
B009307,2026-02-23,V004,singles,T0044,T0037,1,1,T0044,T0037,home,7,17.55,0,Moonless,814
B009308,2025-09-30,V043,singles,T0086,T0170,1,1,T0170,T0086,away,9,139.37,0,Odd Aura,958
B009309,2025-03-19,V034,triples,T0147,T0133,3,3,T0133,T0147,away,14,246.33,0,Hail,1419
B009310,2024-12-31,V035,doubles,T0005,T0176,2,3,T0176,T0005,away,14,333.39,0,Hail,370
B009311,2024-07-01,V043,singles,T0102,T0176,1,1,T0102,T0176,home,12,92.3,0,Odd Aura,1114
B009312,2025-05-10,V014,doubles,T0001,T0071,2,2,T0001,T0071,home,24,105.22,1,Glittering,1723
B009313,2025-06-08,V037,triples,T0153,T0137,3,3,T0153,T0137,home,14,76.68,0,Clear,1003
B009314,2024-09-04,V005,triples,T0179,T0170,3,3,T0170,T0179,away,19,96.5,0,Moonless,1150
B009315,2025-03-18,V047,singles,T0102,T0095,1,1,T0095,T0102,away,10,101.92,0,Sandstorm,293
B009316,2024-12-09,V004,singles,T0103,T0066,1,1,T0066,T0103,away,7,197.74,0,Moonless,582
B009317,2025-12-30,V009,singles,T0150,T0064,1,1,T0150,T0064,home,9,344.27,0,High Winds,1803
B009318,2026-02-11,V034,doubles,T0118,T0098,2,2,T0098,T0118,away,18,294.68,0,Hail,1654
B009319,2024-06-09,V030,triples,T0179,T0166,3,3,T0166,T0179,away,12,711.1,0,Sunny,969
B009320,2025-03-11,V011,doubles,T0160,T0054,2,2,T0054,T0160,away,14,373.43,0,Thunderstorm,110
B009321,2024-02-20,V036,singles,T0145,T0064,1,1,T0064,T0145,away,6,16.98,0,Hail,661
B009322,2025-03-19,V038,singles,T0018,T0107,1,1,T0018,T0107,home,10,162.4,0,Clear,949
B009323,2024-04-09,V011,doubles,T0132,T0069,2,2,T0069,T0132,away,13,74.69,0,Thunderstorm,189
B009324,2025-09-26,V023,singles,T0019,T0160,1,1,T0019,T0160,home,4,244.56,0,Windy,1116
B009325,2024-02-28,V022,singles,T0071,T0168,1,1,T0071,T0168,home,12,102.49,0,Windy,999
B009326,2025-01-29,V047,singles,T0076,T0122,1,1,T0076,T0122,home,11,248.39,0,Sandstorm,389
B009327,2026-03-16,V046,triples,T0150,T0098,3,3,T0150,T0098,home,16,131.04,0,Sandstorm,372
B009328,2024-11-27,V008,doubles,T0122,T0145,2,2,T0145,T0122,away,20,83.61,1,High Winds,257
B009329,2026-03-04,V002,doubles,T0097,T0032,2,2,T0032,T0097,away,13,197.62,0,Breezy,987
B009330,2025-02-24,V003,singles,T0178,T0085,1,1,T0178,T0085,home,13,123.13,0,Breezy,624
B009331,2025-08-14,V051,singles,T0018,T0029,1,1,T0018,T0029,home,11,75.31,0,Overcast,324
B009332,2024-02-14,V053,singles,T0040,T0075,1,1,T0040,T0075,home,14,369.05,0,Rain,452
B009333,2025-01-07,V031,doubles,T0025,T0009,2,2,T0025,T0009,home,23,161.6,1,Dusty,437
B009334,2026-02-18,V038,triples,T0109,T0133,3,3,T0133,T0109,away,11,283.72,0,Clear,922
B009335,2025-06-12,V034,doubles,T0085,T0082,2,2,T0082,T0085,away,10,96.15,0,Hail,1435
B009336,2025-09-17,V001,singles,T0149,T0037,1,1,T0037,T0149,away,9,9.99,0,Breezy,726
B009337,2025-09-21,V013,doubles,T0163,T0112,2,2,T0112,T0163,away,16,213.23,0,Glittering,1452
B009338,2026-02-07,V028,doubles,T0126,T0119,2,2,T0126,T0119,home,9,124.9,0,Sunny,791
B009339,2024-10-01,V031,doubles,T0063,T0055,2,2,T0055,T0063,away,11,226.78,0,Dusty,487
B009340,2025-05-31,V051,doubles,T0042,T0076,2,2,T0042,T0076,home,11,227.17,0,Overcast,541
B009341,2024-04-11,V016,singles,T0150,T0178,1,1,T0150,T0178,home,7,37.22,0,Clear,220
B009342,2025-12-17,V053,triples,T0093,T0055,3,2,T0093,T0055,home,11,589.34,0,Rain,483
